,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
Standard Chartered Bank - India Branches,5649.42,8881.34,624.65,5.66,3129.83,,,,,2444.01,5069.65,35.04,72.69,5674.89,8972.56,354.01,6.14,3954.59,,,,,2359.13,4602.57,34.46,67.23,6352.43,9447.12,233.95,4.6,3567.46,,,,,2537.74,5511.58,34.35,74.6,7943.22,11189.29,429.56,3.88,4006.4,,,,,2646.91,6595.12,28,69.76,9083.49,11890.7,119.42,4.04,4749.07,,,,,2799.53,6904.32,31.35,77.31,9979.09,13256.44,490.43,4.05,4638.91,,,,,3105.56,7912.7,26.61,67.79,10144.53,13449.17,6.73,4.68,5884.94,,,,,2889.66,7465,27.79,71.79,10019.1,12055.9,130.64,3.68,4791.26,,,,,2836.4,7003.13,25.67,63.38,9610.33,12289.61,180.02,3.42,4554.86,,,,,3020.04,7426.68,30.66,75.4,9615.72,11867.99,308.63,2.82,3483.04,,,,,3256.85,7985.84,32.71,80.2,10500.05,12701.64,46.13,2.51,3886.98,,,,,3422.2,8695.71,32.49,82.56,11405.64,15197.27,319.72,3.71,5658.02,,,,,3441.72,8482.71,27.84,68.62,10764.73,13748.72,31.05,3.28,5659.24,,,,,3416.41,7903.1,31.96,73.94,10626.94,14867.51,51.03,3.62,5970.08,,,,,3708.02,7935.76,35.66,76.32,12313.63,15411.68,67.89,3.15,6185.93,,,,,3955.62,8876.7,36.66,82.27
Standard Chartered Grindlays Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,227.98,272.68,0.56,,31.72,,,,,88.38,230.32,37.24,97.04,344.83,404.01,0.62,,91.98,,,,,76.73,307.44,20.74,83.11,575.75,743.3,0.98,,231.81,,,,,125.4,505.27,19.25,77.58,431.61,814.82,2.14,,92.86,,,,,130.04,712.75,16.63,91.17,577.72,679.71,1.46,,83.85,,,,,141.76,583.77,21.46,88.39,578.37,732.28,0.66,,174.58,,,,,170.71,545.78,26.07,83.35,479.86,872.7,1.91,,155.21,,,,,196.32,702.03,24.13,86.29,671.4,1125.55,1.87,,213.22,,,,,276.59,894.76,26.82,86.77,708.98,1327.25,0.79,,461.62,,,,,257.86,847.77,23.5,77.27,676.27,1494.42,1.12,,396.05,,,,,286.51,1075.92,21.73,81.6,700.18,1477.65,1.47,4.15,457.66,,,,,306.48,983.62,23.62,75.81,691.36,1483.34,3.57,2.63,316.87,,,,,408.88,1063.12,29.08,75.6,579.81,1259.7,25.01,2.12,84.46,,,,,542.62,1115.94,32.83,67.51
State Bank Of Bikaner & Jaipur [Merged],1357.47,1659.49,0.03,2.75,377.98,,,,,380.22,1261.16,25.43,84.36,1438.2,1782.83,10.62,2.78,433.3,,,,,421.73,1310.16,26.7,82.95,1573.57,2071.39,17.27,3.7,668.34,,,,4.19,485.88,1344.95,27.45,75.99,1740.89,2357.65,30.13,3.25,225.52,,,4.84,4.2,631.29,1917.58,29.34,89.11,1965.77,2328.95,79.53,1.94,369.36,,,4.53,4.18,691.81,1808.16,31.68,82.79,2374.17,2867.36,33.16,2.63,575.76,,,5.3,3.19,694.79,2200.34,27.12,85.9,3052.03,3530,25.18,1.83,611.22,,,6.43,2.69,689.74,2827.5,21.45,87.95,3810.28,4434.82,28.29,2.04,755.18,,,6.72,2.81,767.7,3562.9,19.04,88.38,3977.22,4610.46,17.03,1.84,913.19,,,6.2,2.7,847.26,3612.95,20.39,86.95,4796.49,5452.23,30.6,1.99,1105.98,,,5.81,3.38,1134.89,4165.32,23.15,84.98,6291.36,6892.07,15.57,2.27,1450.53,,,6.85,3.7,1200.06,5293.52,19.23,84.83,7498.19,8225.9,37.61,2.25,1667.67,,,7.13,3.62,1445.18,6385.16,19.28,85.18,8168.55,9052.81,76.19,2.01,1610.69,,,7.04,3.62,1854.27,7205.57,22.28,86.59,9005.45,9943.39,92.38,2.26,2023.28,,,7.01,3.37,1726.24,7790.26,18.83,84.99,9592.48,10879.72,27.67,2.27,2250.5,,,6.76,3.47,1959.91,8274.91,19.54,82.51
State Bank Of Hyderabad [Merged],929.01,2293.51,44.12,3.02,549.36,,,,,397.22,1682,19.22,81.37,956.49,2538.19,26.39,3.21,711.32,,,,,426.94,1775.84,19.09,79.39,1032.26,2996.81,47.46,3.56,966.7,,,,,492.64,1878.84,18.83,71.83,2325.09,2756.09,64.81,2.25,319.56,,,5.2,3.45,623.76,2004.93,24.9,80.03,2748.87,3390.25,232.74,2.29,504.69,,,4.89,3.25,752.53,2458.35,25.4,82.96,3362.5,4010.05,106.94,2.27,731.69,,,5.43,3.12,753.89,3073.82,21.51,87.71,4403.15,5154.98,79.38,1.78,867.67,,,6.75,2.43,740.6,4119.12,16.11,89.59,5709.5,6645.66,60.43,1.92,1057.93,,,6.97,2.63,892.19,5335.15,14.8,88.48,6334.12,7246.7,37.61,2.15,1746.01,,,6.19,2.92,934.46,5413.58,14.55,84.27,7851.28,8846.11,29.35,2.43,2208.5,,,,,1450.1,6545.44,18.88,85.23,10646.67,11774.98,37.52,2.35,2538.48,,,,,1662.71,9025.71,15.87,86.15,12447.8,13751.99,41.55,2.21,2773.08,,,,,2006.2,10798.01,16.05,86.37,13466.8,14728.05,37.42,1.9,2594.53,,,,,2184.32,11965.8,15.93,87.29,13823.76,15297.11,105.45,1.96,2856.95,,,,,2699.76,12182.63,19.31,87.14,14187.2,15958.11,87.66,2.02,3160.13,,,,,2634.81,12292.91,17.69,82.54
State Bank Of India,70993.92,86968.51,1051.15,1.75,18260.22,,4.37,5.8,2.66,19394,66716.48,24.93,85.75,81394.37,98250.54,1065.14,2.17,22667.9,,4.58,5.26,3.32,22999.23,72518.61,25.56,80.59,106521.45,122016.89,1024.79,2.38,29888.09,,,5.95,3.85,25002.92,89836.31,22.67,81.44,119655.1,136715.01,1188.56,2.01,30887.17,,,6.29,3.34,28044.81,103374.39,22.87,84.31,136350.8,156682.62,1508.83,1.78,29642.65,,11.17,6.27,3.17,34725.06,122559.62,23.82,84.07,152397.13,176117.99,855.73,1.94,36864.33,,11.63,6.34,3.16,37028.43,134410.25,22.71,82.45,163998.3,195351.62,3295.16,1.92,36953.53,,24.73,14.16,2.96,40099.68,147204.41,21.63,79.4,175518.25,211807.95,1918.04,1.99,45191.33,,,,2.84,44179.71,158136.6,21.94,78.55,220499.32,270737.21,1064.87,1.72,39555.22,,,,,57087.94,211941.73,20.59,76.43,242868.65,283441.32,547.35,1.49,45767.12,,,,2.95,66488.88,223132.7,23.53,78.96,257323.6,303675.59,970.46,1.71,51182.89,,,,3.19,71873.09,231650.41,24.85,80.1,265150.63,308706.56,626.8,1.6,56099.13,,,,3.26,79340.04,236795.17,27.52,82.14,275457.29,316357.46,814.65,1.55,55854.4,,,,3.12,90148.92,248602.01,31.67,87.33,332103.07,373439.31,874.42,1.6,74257.19,,,3.99,3.37,94445.87,287866.71,29.22,89.07,415130.65,471449.42,1143.14,1.48,79246.86,,,4.81,3.28,121508.88,376763.71,29.61,91.81
State Bank Of Indore [Merged],252.96,302.38,,,59.58,,,,,90.62,240.39,30.9,81.96,215.1,367.67,,,62.77,,,,,112.01,302.39,31.5,85.04,254.61,430.81,,,77.38,,,,,121.14,350.51,29.28,84.72,249.79,483.89,4.23,,86.7,,,,,136.4,385.63,29.9,84.53,299.98,585.28,4.6,,109.95,,,,,161.37,461.62,29.12,83.29,318.03,694.41,12.35,2.32,116.96,,,,,180.84,553.17,27.86,85.21,387,872.42,11.87,2.91,160.17,,,,,209.12,685.74,25.87,84.82,887.77,1164.72,8.77,3.7,324.22,,,,,210.06,814.81,20.21,78.38,513.31,1295.36,6.93,3.97,401.14,,,,,231.16,863.35,21.11,78.84,520.14,1457.08,19.84,4.34,481.26,,,,,256.03,879.97,20.8,71.49,1109.83,1288.14,28.35,2.43,323.79,,,,,303.05,910.67,26.24,78.85,1322.7,1633.04,50.62,2.13,164.1,,,,,358.31,1314.03,23.98,87.96,1658.6,1935.44,34.34,1.77,346.7,,,,,374.88,1509.23,21.48,86.47,2225.63,2553.58,25.36,1.7,431.86,,,,,395.14,2060,17.04,88.81,2713.08,3067.07,26.73,1.98,529.6,,,,,434.64,2482.27,15.59,89.03
State Bank Of Mauritius Ltd.,30.6,46.87,0.25,4.12,15.57,,,,,2.66,30,6.3,71.06,24.72,47.49,0.26,3.75,15.35,,,,,3.86,31.16,8.73,70.45,15.77,36.45,0.2,4.26,16.32,,,,,3.97,18.46,12.31,57.24,17.97,43.86,0.34,4.65,22.33,,,,,4.01,20.52,10.52,53.86,28.35,38.8,0.33,2.16,9.45,,,,,3.72,27.86,11.16,83.61,28.53,42.17,0.58,2.54,8.63,,,,,3.95,32.04,10.09,81.88,36.48,42.83,3.67,2.54,8.01,,,,,5.08,29.81,14.54,85.32,37.05,42.8,1.78,2.2,8.29,,,,,5.27,31.47,13.99,83.52,44.52,48.27,2.8,2.11,7.92,,,,,5.09,36.42,11.95,85.47,43.59,48.63,3.64,0.88,1.4,,,,,5.75,42.85,10.92,81.4,57.49,63.92,2.6,2.17,14.95,,,,,9,45.62,15.97,80.94,124.06,136.62,5.25,2.56,29.37,,,,,15.41,100.97,12.29,80.51,146.02,166.21,8.02,5.51,62.93,,,,,14.94,94.31,11.22,70.85,147.66,164.01,4.14,3.56,45.29,,,,,14.77,110.24,7.01,52.33,146.72,156.95,1.61,3.07,40.18,,,,,14.38,110.08,9.26,70.87
State Bank Of Mysore [Merged],971.13,1204.4,11.67,2.26,216.64,,,,,302.46,964.25,26.57,84.69,1037.12,1334.01,40.91,3.25,308.22,,,,,316.09,972.64,25.94,79.82,1057.05,1404.59,15.64,3.19,415.3,,,,,350.1,952.75,28.48,77.51,1173.87,1603.86,44.43,3.15,278.05,,,4.96,,448.23,1199.47,32.05,85.76,1346.75,1807.6,37.51,2.49,323.2,,,4.66,,456.19,1267.46,28.66,79.62,1776.49,2131.15,43.12,2.09,401.35,,,5.3,,503.42,1622.04,26.74,86.14,2494.39,2926.75,41.86,1.92,462.07,,,6.49,,579.26,2354.59,22.2,90.23,3247.27,3762.52,8.35,1.76,507.4,,,6.92,2.47,674.94,3149.47,19.69,91.9,3558.93,4022.95,17.01,2.23,845.43,,,6.01,3.19,781.04,3103.4,21.82,86.72,4134,4661.08,3.18,2.43,1161.24,,,5.56,,844.06,3296.51,20.28,79.21,5134.66,5651.05,1.85,1.93,969.24,,,7.09,,965.89,4503.26,18.28,85.23,5965.49,6580.63,48.44,2.05,1164.78,,,7.32,3.22,1082.1,5243.41,17.55,85.04,6322.86,6967.71,0.97,1.69,965.84,,,7.21,3.02,1330.9,5797.41,19.88,86.59,6939.98,7717.4,1.75,1.77,1102.1,,,7.25,2.98,1545.1,6398.89,21.14,87.53,7127.78,8145.54,1.89,1.55,1168.27,,,6.87,2.84,1601.25,6635.76,20.56,85.19
State Bank Of Patiala [Merged],914.26,1771.63,0.24,3.76,558.67,,,,,337.84,1193.01,21.96,77.53,1058.42,2137.26,0.28,3.92,715.14,,,,,364.37,1388.77,20.07,76.51,1089.26,2590.5,0.14,4.26,962.3,,,,,412.02,1509,19.07,69.86,2133.22,2610.65,0.29,2.94,378.81,,,4.73,,485.36,2038.79,20.89,87.74,2461.53,2844.42,16.93,2.15,449.96,,,4.9,,560.68,2194.77,22.06,86.36,3064.71,3509.24,55.69,2.25,733.44,,,5.52,,611.81,2673.35,19.47,85.07,4310.19,4915.95,94.77,1.58,684.56,,,7.31,,655.26,4074.88,14.55,90.51,5804.06,6442.68,48.67,1.51,842.04,,,7.89,,754.16,5505.22,12.76,93.13,5975.27,6666.38,43.07,1.81,1277.74,,,,,854.24,5298.85,13.97,86.65,6478.11,7248.49,31.31,2.38,1724.68,,,,,1284.76,5432.35,19.48,82.36,8121.1,8872.14,41.79,2.09,1679.57,,,,,1113.38,6940.79,13.79,85.95,9564.26,10361.05,31.12,1.66,1548.66,,,,,1453.71,8567.14,15,88.37,10156.61,11061.55,81.95,1.36,1335.97,,,,,1774.71,9365.59,16.72,88.24,10351.35,11402.5,117.81,1.45,1485.77,,,,,1804.02,9558.43,16.34,86.58,10457.1,11950.86,119.05,1.53,1636.04,,,,,1838.04,9742.15,14.22,75.38
State Bank Of Saurashtra [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,106.06,120.97,0.38,,1.44,,,,,49.56,117.92,41.59,98.97,316.6,603.25,3.5,,116.04,,,,,134.98,442.9,27.27,89.48,499.22,644.4,1.63,,111.89,,,,,158.96,472.69,30.69,91.25,349.6,691.02,0.49,,118.54,,,,,184.53,565.1,27.58,84.46,405.71,813.55,1.15,2.46,163.51,,,,,186.42,642.22,25.72,88.61,768.17,911.52,0.03,0.02,114.59,,,,,241.79,760.15,26.93,84.67,842.78,1048.5,0.03,2.67,223.78,,,,,225.14,791.55,23.29,81.9,450.61,1145.67,8.36,3.08,281.01,,,,,235.17,820.01,22.33,77.86,467.17,1292.63,0.03,4.16,454.06,,,,,239.22,813.85,21.45,72.98,1061.98,1430.17,0.03,2.76,-196.62,,,,,285.97,1400.49,20.59,100.83,1146.59,1422.07,4.43,1.92,20.99,,,,,333.31,1224.56,24.47,89.91,1288.91,1513.77,51.25,1.48,106.69,,,5.52,,344.51,1316.2,24.15,92.28,1530.59,1803.3,27.8,0.96,89.59,,,6.74,,395.23,1619.87,22.57,92.49
State Bank Of Travancore [Merged],1453.89,1699.37,6.58,2.15,309.98,,,,,317.25,1346.71,20.1,85.32,1584.44,1887.53,6.65,2.57,438.25,,,,,349.13,1410.72,20.34,82.19,1739.85,2211.38,17.06,3.29,676.27,,,,,420.27,1476.79,21.37,75.09,2008.32,2476.84,37.6,3.1,280.17,,,4.87,,516.72,1992.91,23.17,89.38,2298.62,2687.57,26.32,2.23,340.97,,,4.96,,619.07,2170.24,25.49,89.35,2690.62,3054.27,55.63,1.87,551.39,,,,,604.84,2404.99,22.17,88.16,3434.11,3880.49,26.49,1.61,622.36,,,,2.59,654.69,3175.54,18.74,90.88,4123.15,4811.72,65.97,2.26,911.35,,,,3.03,801.64,3677.8,19.07,87.49,4378.11,5001.1,72.44,1.94,920.07,,,,2.82,913.05,3905.37,21.15,90.47,5228.76,6080.76,73.86,1.84,1095.86,,,,2.87,919.99,4718.73,17.19,88.15,6896.14,7649.31,72.57,1.59,1071.76,,,,2.66,1134.96,6178.41,15.9,86.55,8634.84,9296.75,61.01,1.44,1278.3,,,,2.56,1237.07,7760.27,14.25,89.39,9706.55,10559.43,76.08,1.3,1197.74,,,7.32,2.43,1785.44,9205.58,17.41,89.77,9568.61,10679,148.45,1.29,1224.91,,,7.32,,1841.61,9137.54,17.8,88.34,9608.88,10972.51,123.88,1.63,1632.2,,,6.94,,1808.97,8937.21,17.01,84.04
State Transport Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.48,42.3,0.02,,6.85,,,,,8.89,34.87,25.28,99.15,36.07,45.79,0.03,,6.34,,,,,9.82,38.77,25.13,99.21
Subhadra Local Area Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.44,0.05,2.18,0.64,,,,,0.36,1.57,18,78.5,3.12,3.25,0.06,2.09,0.74,,,,,0.39,2.28,14.39,84.13,3.29,3.42,0.07,1.8,0.78,,,,,0.57,2.39,19.93,83.57,8.1,8.47,,5.6,2.86,,,,,1.44,5.21,22.15,80.15,9.73,10.96,0.04,5.98,2.3,,,,,2.27,7.28,24.59,78.87,8.26,10.2,0.04,5.18,1.37,,,,,4.02,8.09,44.37,89.29,4.04,10.21,0.18,-8.01,-4.88,,,,,6.83,8.59,73.44,92.37,2.25,2.32,0.05,-13.41,-9.15,,,,,8.95,10.6,95.42,113.01,1.88,2.56,0.05,-17.74,-8.09,,,,,7.98,8.89,74.37,82.85,2.04,2.24,0.04,-35.87,-9.28,,,,,9.03,9.74,69.57,75.04,1,1.09,0.05,-11.48,-2.66,,,,,2.48,3.09,59.76,74.46,0.76,0.76,,-14.58,-2.92,,,,,2.99,3.39,68.74,77.93
Sumitomo Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,11.5,0.03,,3.59,,,,,4.06,7.59,42.78,79.98,33.78,43.33,0.07,,14.47,,,,,6.21,28.35,16.6,75.78,31.17,40.4,0.08,2.6,8.08,,,,,6.68,31.83,16.85,80.28,24.05,31.97,0.08,0.72,2,,,,,7.55,29.51,20.43,79.84
Sumitomo Mitsui Banking Corpn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.31,117.01,1.17,,23.14,,,,,18.92,90.95,13.9,66.84,73.99,108.7,0.45,2.56,24.56,,,,,20.4,81.19,15.41,61.32,49.37,76.6,0.19,4.33,27.91,,,,,13.2,44.8,10.84,36.8,33.38,52.57,0.02,4.62,24.49,,,,,13.42,26.04,10.72,20.79,10.24,10.26,,-4.79,-15.47,,,,,24.06,24.06,90.55,90.55,107.8,117.8,0.11,2.57,33.77,,,,,66.84,78.7,70.34,82.82,358.72,389.45,,4.16,202.56,,,,,74.9,179.94,25.84,62.09,609.34,654.72,,3.01,259.73,,,,,89.42,384.86,17.57,75.61,754.19,797.85,,2.18,253.66,,,,,108.66,534.08,16.58,81.47,767.43,808.05,,1.88,240.62,,,,,121.42,555.56,18.04,82.56,1047.16,1122.61,0.47,2.01,305.6,,,,,139.15,809.64,14.62,85.04,1246.95,1393.15,5.66,2.29,447.71,,,,,166.12,934.34,14.43,81.14
Suryoday Small Finance Bank Ltd.,,,,,,,,,,,,,,12.7,15.1,,,2.67,,,,,7.64,12.26,54.34,87.2,12.2,16.58,0.02,,1.8,,,,,9.09,14.22,56.28,88.05,19.85,25.75,0.06,,3.78,,,,,12.05,21.5,50.63,90.34,53.57,61.48,0.46,,14.02,,,,10.38,18.21,46.61,34.58,88.51,106.41,118.27,0.19,,27.66,,,,9.95,34.14,89.2,33.66,87.95,198.79,200,1.19,,45.14,,,,9.41,57.52,152.33,33.33,88.28,243.71,262.65,0.34,2.93,37.35,,,,,99.63,214.96,40.25,86.83,286.87,325.02,9.46,4.05,61.03,,,,,126.69,249.85,40.23,79.35,530.11,597.03,18.12,7.36,194.08,,,,12.6,187.94,379.23,36.82,74.3,766.68,854.14,31.1,6.87,274.72,,,,11.7,262.34,538.52,35.3,72.46,776.14,871.62,36.59,2.98,121.65,,,7.7,7.1,313.59,679.24,36.47,79,941.82,1041.4,38.62,3.79,226.2,,,6.94,8.59,393.73,757.12,34.71,66.74,1183.69,1364.82,39.52,3.94,297.94,,,6.88,9.52,463.2,935.76,35.99,72.7,1588.7,1808.09,40.35,4.25,413.55,,,7.6,9.8,676.37,1302.83,42.48,81.83
Syndicate Bank [Merged],3757.63,4348.31,154.57,1.88,864.18,,,4.58,,1226.63,3290.43,31.09,83.4,4050.42,4673.22,234.59,1.76,763.39,,,4.48,,1389.43,3569.34,33.59,86.28,6040.07,6750.11,252.44,1.75,1040.2,,,5.44,2.72,1302.57,5283.03,21.59,87.55,7906.31,8846.74,279.64,1.52,1179.05,,,6.91,2.57,1391.49,7284.57,17.4,91.07,9573.17,10555.14,360.48,1.52,1204.89,,,6.98,2.75,1677.94,8809.33,17.4,91.36,10128.05,11340.66,341.5,1.44,1576.85,,,6.14,2.35,1945.39,9333.9,18.48,88.66,11511.63,12427.23,334.62,1.99,2376.7,,,5.43,3.4,2477.14,9644.77,21.77,84.76,15326.53,16733.66,313.3,2.06,2995.15,,,6.74,3.43,2602.71,12899.51,16.88,83.65,17177.18,18383.09,415.46,1.85,2749.45,,,6.83,3.19,3225.14,14891.81,19.69,90.92,18677.48,20025.95,494,1.63,2507.83,,,6.56,2.79,3395.57,16695,18.54,91.16,21669.1,23858.39,472.88,1.52,3277.16,,,6.73,2.38,3564.1,19678.62,15.96,88.1,23366.92,26288.71,733.68,1.11,3083.63,,,6.27,2.28,4325.19,21833.59,15.48,78.17,23134.11,27037.12,775.05,1.4,3187.48,,,5.86,2.37,5382.83,22286.42,20.18,83.54,22048.05,24991.46,966.4,1.25,2269.44,,,5.1,2.44,5276.29,21119.5,18.7,74.85,22022.14,24665.55,1026.25,0.94,1637.29,,,5.13,2.42,5856.28,21069.44,21.49,77.31
T J S B Sahakari Bank Ltd.,302.43,334.48,9.04,2.29,55.84,,,6.89,,48.05,234.94,16.93,82.8,353.9,380.25,14.13,2.34,75.78,,,6.3,,60.73,273.61,19.42,87.49,453.37,485.01,17.28,2.25,87.36,,,7.09,,70.64,363.11,16.77,86.21,580.88,631.58,16.4,1.98,83.56,,,7.73,3.4,108.09,502.32,19.36,89.98,683.45,733.45,20.87,2.21,119.94,,,7.74,3.46,117.28,573.74,18.17,88.89,815.49,868.03,23.76,2.04,131.67,,,7.81,3.36,142.75,692.82,18.47,89.64,863.34,959.23,24.68,1.6,110.25,,,7.71,2.92,173.2,779.94,19.98,89.99,919.13,1030.83,30.07,1.67,128.16,,,7.14,,185.94,834.64,19.84,89.06,926.29,1067.06,44.62,1.84,142.51,,,6.38,,205.35,830.44,21.61,87.41,989.57,1118.19,47.65,1.94,154.81,,,6.04,,237.86,871.15,24.1,88.28,1032.62,1175.87,45.7,1.59,136.4,,,6.09,,248.2,938.95,23.22,87.86,1015.05,1164.77,46.99,1.74,158.06,,,5.38,3.29,261.12,894.72,25.77,88.29,1013.81,1122.71,53.53,1.69,162.1,,,4.72,3.41,289.2,874.88,29.5,89.25,1110.87,1267.09,56.82,1.95,205,,,4.55,3.72,309.68,915.93,29.27,86.58,1224.37,1448.34,67.38,1.79,193.86,,,5.08,3.66,337.88,1039.49,29.78,91.61
Tamil Nadu State Apex Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.03,193.46,0.53,,34.7,,,,,14.03,158.08,8.87,99.91,203.36,206.09,0.62,,19.14,,,,,20.25,186.1,10.87,99.88
